,Date,Predicted,actual
0,2017-11-22,931.4336195945739,930.75
1,2017-11-22,931.2404815465211,930.75
2,2017-11-22,931.2485663950442,930.75
3,2017-11-22,931.2485663950442,930.75
4,2017-11-22,931.4066700994968,930.75
5,2017-11-22,931.4230194598435,930.75
6,2017-11-22,931.4934474736451,930.75
7,2017-11-22,931.4066700994968,930.75
8,2017-11-22,931.4934474736451,930.75
9,2017-11-22,931.4914711773395,930.75
10,2017-11-22,931.5096171706914,930.75
11,2017-11-22,931.4821286857127,930.75
12,2017-11-22,931.4066700994968,930.75
13,2017-11-22,931.4066700994968,930.75
14,2017-11-22,931.4230194598435,930.75
15,2017-11-22,930.7915029585361,930.75
16,2017-11-22,931.4321822881698,930.75
17,2017-11-22,931.4947051167487,930.75
18,2017-11-22,931.4066700994968,930.75
19,2017-11-22,931.4066700994968,930.75
20,2017-11-22,931.4066700994968,930.75
21,2017-11-22,931.4774574398994,930.75
22,2017-11-22,931.2791091561317,930.75
23,2017-11-22,930.8049777060746,930.75
24,2017-11-22,931.4066700994968,930.75
25,2017-11-22,931.5451905041932,930.75
26,2017-11-22,931.4066700994968,930.75
27,2017-11-22,931.4066700994968,930.75
28,2017-11-22,931.2341933310031,947.0
29,2017-11-22,930.7618585139512,947.0
30,2017-11-23,945.9946114480495,947.0
31,2017-11-23,947.0097090959548,947.0
32,2017-11-23,946.771834886074,947.0
33,2017-11-23,947.0097090959548,947.0
34,2017-11-23,947.1868571102618,947.0
35,2017-11-23,946.8575342804193,947.0
36,2017-11-23,946.6920643806457,947.0
37,2017-11-23,946.7087730675935,947.0
38,2017-11-23,947.0097090959548,947.0
39,2017-11-23,947.1647585242986,947.0
40,2017-11-23,947.0097090959548,947.0
41,2017-11-23,947.0097090959548,947.0
42,2017-11-23,946.7838723272084,947.0
43,2017-11-23,947.1829045176505,947.0
44,2017-11-23,947.0097090959548,947.0
45,2017-11-23,947.0097090959548,947.0
46,2017-11-23,947.1647585242986,947.0
47,2017-11-23,947.0097090959548,947.0
48,2017-11-23,947.0097090959548,947.0
49,2017-11-23,946.8575342804193,947.0
50,2017-11-23,947.0097090959548,947.0
51,2017-11-23,947.0097090959548,947.0
52,2017-11-23,947.0097090959548,947.0
53,2017-11-23,946.7885435730218,947.0
54,2017-11-23,947.176795965433,947.0
55,2017-11-23,947.1868571102618,947.0
56,2017-11-23,947.150565123558,947.0
57,2017-11-23,947.0097090959548,947.0
58,2017-11-23,947.1146324634551,947.0
59,2017-11-23,946.5503100365399,947.0
60,2017-11-23,947.1325987935065,947.0
61,2017-11-23,946.7508142799138,947.0
62,2017-11-23,947.0097090959548,947.0
63,2017-11-23,946.7950114518403,947.0
64,2017-11-23,947.0097090959548,947.0
65,2017-11-23,946.7800993978976,947.0
66,2017-11-23,946.6554130673408,947.0
67,2017-11-23,947.1144528001546,947.0
68,2017-11-23,947.0097090959548,947.0
69,2017-11-23,947.1723043829202,947.0
70,2017-11-23,946.8841244488954,947.0
71,2017-11-23,947.0097090959548,947.0
72,2017-11-23,947.1854198038577,947.0
73,2017-11-23,946.7800993978976,947.0
74,2017-11-23,947.0097090959548,947.0
75,2017-11-23,946.2482960283755,947.0
76,2017-11-23,946.3088425606488,947.0
77,2017-11-23,947.0097090959548,947.0
78,2017-11-23,947.0097090959548,947.0
79,2017-11-23,947.0097090959548,947.0
80,2017-11-23,947.1829045176505,947.0
81,2017-11-23,946.7087730675935,947.0
82,2017-11-23,947.0097090959548,947.0
83,2017-11-23,947.1396056622266,947.0
84,2017-11-23,947.0097090959548,947.0
85,2017-11-23,947.0097090959548,947.0
86,2017-11-23,946.4991059958934,947.0
87,2017-11-23,947.0097090959548,947.0
88,2017-11-23,947.1794909149407,947.0
89,2017-11-23,947.0097090959548,947.0
90,2017-11-23,947.0097090959548,947.0
91,2017-11-23,946.361663571,947.0
92,2017-11-23,947.0097090959548,947.0
93,2017-11-23,947.0097090959548,947.0
94,2017-11-23,946.7242241114377,947.0
95,2017-11-23,947.0097090959548,947.0
96,2017-11-23,947.0097090959548,947.0
97,2017-11-23,946.147145590186,947.0
98,2017-11-23,947.0097090959548,947.0
99,2017-11-23,946.771834886074,947.0
100,2017-11-23,947.0097090959548,947.0
101,2017-11-23,946.7838723272084,947.0
102,2017-11-23,946.6920643806457,947.0
103,2017-11-23,946.5503100365399,947.0
104,2017-11-23,947.0097090959548,947.0
105,2017-11-23,947.176795965433,947.0
106,2017-11-23,947.0097090959548,947.0
107,2017-11-23,947.0097090959548,947.0
108,2017-11-23,947.0097090959548,947.0
109,2017-11-23,947.0097090959548,947.0
110,2017-11-23,947.0097090959548,947.0
111,2017-11-23,947.1965589284896,947.0
112,2017-11-23,947.0097090959548,947.0
113,2017-11-23,946.6554130673408,947.0
114,2017-11-23,946.147145590186,947.0
115,2017-11-23,947.1994335412978,947.0
116,2017-11-23,946.8348967045545,947.0
117,2017-11-23,947.0097090959548,947.0
118,2017-11-23,947.1994335412978,947.0
119,2017-11-23,947.0097090959548,947.0
120,2017-11-23,946.8575342804193,947.0
121,2017-11-23,947.0097090959548,947.0
122,2017-11-23,947.1988945513963,947.0
123,2017-11-23,947.1988945513963,947.0
124,2017-11-23,947.0097090959548,947.0
125,2017-11-23,947.0991814196109,947.0
126,2017-11-23,947.0097090959548,947.0
127,2017-11-23,947.0097090959548,947.0
128,2017-11-23,947.1994335412978,947.0
129,2017-11-23,946.1997869372367,947.0
130,2017-11-23,946.6148091614245,947.0
131,2017-11-23,946.7885435730218,947.0
132,2017-11-23,947.0991814196109,947.0
133,2017-11-23,946.7535092294215,947.0
134,2017-11-23,946.7800993978976,947.0
135,2017-11-23,947.0097090959548,947.0
136,2017-11-23,947.0097090959548,947.0
137,2017-11-23,947.176795965433,947.0
138,2017-11-23,947.1758976489305,947.0
139,2017-11-23,947.0097090959548,947.0
140,2017-11-23,946.5283911138772,947.0
141,2017-11-23,946.7384175121783,947.0
142,2017-11-23,947.0097090959548,947.0
143,2017-11-23,946.7242241114377,947.0
144,2017-11-23,947.1325987935065,947.0
145,2017-11-23,946.147145590186,947.0
146,2017-11-23,947.0097090959548,947.0
147,2017-11-23,946.7800993978976,947.0
148,2017-11-23,947.0097090959548,947.0
149,2017-11-23,947.0097090959548,947.0
150,2017-11-23,946.6746370404958,947.0
151,2017-11-23,946.5720492959022,947.0
152,2017-11-23,947.0097090959548,947.0
153,2017-11-23,947.150565123558,947.0
154,2017-11-23,946.7885435730218,947.0
155,2017-11-23,946.6354704409837,947.0
156,2017-11-23,947.0097090959548,947.0
157,2017-11-23,946.6920643806457,947.0
158,2017-11-23,947.1793112516402,947.0
159,2017-11-23,947.1717653930186,947.0
160,2017-11-23,947.0097090959548,947.0
161,2017-11-23,947.0097090959548,947.0
162,2017-11-23,947.0097090959548,947.0
163,2017-11-23,947.0097090959548,947.0
164,2017-11-23,946.9775493651628,947.0
165,2017-11-23,946.7242241114377,947.0
166,2017-11-23,947.0097090959548,947.0
167,2017-11-23,947.1987148880958,947.0
168,2017-11-23,947.1854198038577,947.0
169,2017-11-23,947.0413298368453,947.0
170,2017-11-23,946.7950114518403,947.0
171,2017-11-23,947.0097090959548,947.0
172,2017-11-23,946.361663571,947.0
173,2017-11-23,947.0097090959548,947.0
174,2017-11-23,946.7950114518403,947.0
175,2017-11-23,947.0097090959548,947.0
176,2017-11-23,947.1325987935065,947.0
177,2017-11-23,947.1325987935065,947.0
178,2017-11-23,947.0097090959548,947.0
179,2017-11-23,947.0097090959548,947.0
180,2017-11-23,947.1868571102618,947.0
181,2017-11-23,946.6746370404958,947.0
182,2017-11-23,946.5937885552644,947.0
183,2017-11-23,946.5973818212747,947.0
184,2017-11-23,947.0097090959548,947.0
185,2017-11-23,947.1491278171538,947.0
186,2017-11-23,946.7508142799138,947.0
187,2017-11-23,947.0097090959548,947.0
188,2017-11-23,946.6920643806457,947.0
189,2017-11-23,946.7800993978976,947.0
190,2017-11-23,947.0991814196109,947.0
191,2017-11-23,946.7838723272084,947.0
192,2017-11-23,947.1464328676461,947.0
193,2017-11-23,947.163141554594,947.0
