2018-02-07T23:19:01,Thomas Cook customers ,235.05,"['235.05', '238.75', '238.25', '243.50', '242.35']"
2018-02-07T23:17:05,In the days when I was a Thomas Cook travel agent if any of us had made that mistake the agency would have picked up the tab  not the customer. Insane penalty charge.,235.05,"['235.05', '238.75', '238.25', '243.50', '242.35']"
2018-02-07T23:16:17,Thomas Cook to resume Tunisia holidays from Manchester Airport | The Bolton News ,235.05,"['235.05', '238.75', '238.25', '243.50', '242.35']"
2018-02-07T23:10:58,Animal rights group PETA bought stock in Thomas Cook so it could lobby the firm to cut ties with SeaWorld ,235.05,"['235.05', '238.75', '238.25', '243.50', '242.35']"
2018-02-07T22:17:32,Easyjet  Ryanair  Thomson & Thomas Cook all fly to Corfu.  Check them out and come sailing with us.... #sailing,235.05,"['235.05', '238.75', '238.25', '243.50', '242.35']"
2018-02-07T22:03:20,Thomas Cook Airlines Onboard Sunset Evening Takeoff from Holguin  Cuba ,235.05,"['235.05', '238.75', '238.25', '243.50', '242.35']"
2018-02-07T22:00:02,thomas Cook Flights - what are they like?: We normally fly on the Dreamliner - and before that always Thomson anyway Looking at Thomas Cook for next year (for the first time) as the prices are spot on - but are they any good these days? In economy what c… ,235.05,"['235.05', '238.75', '238.25', '243.50', '242.35']"
2018-02-07T21:52:15,Well that's me never booking a hol with Thomas Cook EVER,235.05,"['235.05', '238.75', '238.25', '243.50', '242.35']"
2018-04-08T23:12:37,Watching the bowls  looks like it’s coming from a Thomas Cook all inclusive hotel in Benidorm! I’ve obviously missed the aquarobics in the pool and the darts  #CommonwealthGames2018pic.twitter.com/3GBAcxlA7m,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T22:51:02,Come back when you win the Thomas Cook Trophy lad,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T21:41:59,@ThomasCookUK so angery with Thomas cook paid for designated seats so my 6ft 4 husband gets leg room and both times we have not got them,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T21:17:53,Easyjet  Ryanair  Thomson & Thomas Cook all fly to Corfu.  Check them out and come sailing with us.... #sailing,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T21:07:56,Hi all. Link to a competition to win a £250 Thomas Cook voucher to celebrate the launch of my debut novel: ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T20:53:31,I'm in bruvvvaaa    also home to Daniel lambert  the cob  Richard iii  and Thomas Cook  ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T20:34:19,Thomas Cook :),280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T20:11:10,@TUIUKcares Hi do I need to enter api info for flights only? I booked flights with you through Thomas cook and am struggling to create an account or find any info. Thanks,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T19:28:39,Thomas Cook is now welcoming Liverpool John Lennon Airport! It will open April 29th  2018! #Roblox #RobloxDevpic.twitter.com/EYJjj78zHk,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T19:12:23,@ThomasCookUK just tried choosing my seats for my flight  paid the money then error code 300 and asked to contact Thomas Cook urgently  but no one is getting back to me?! Has my order gone through? Have you charged me? Not happy!,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T19:07:14, Joe Hart should be No1 in line for the Thomas Cook holiday Jet.,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T18:49:31,Thomas cook ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T18:27:41,"""I think I tried to convert people to Christianity last night"".              -Thomas Cook",280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T17:50:31,Thomas Cook Airlines UK to operate London Gatwick – Colombo and Manchester – Colombo charter  1 flight each in Oct 2018 and Jan 2019,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T16:58:53,Nice to see Thomas Cook colours back at STN  *Leased from SmartLynx @ London Stansted Airport ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T16:45:42,@ThomasCookUK  Not getting anywhere with the Reps at Thomas cook ...... I arrived in Gran Canaria on Thursday without my luggage after numerous phone calls to verious Thomas Cook numbers keep being told something different . Still no suit case #fedup,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T15:45:04,I found a brilliant Facebook page for Disney Land Paris. £742 for 4 nights and 5 day park tickets (for 2 adults  2 children) including Euro star. The company is run by Thomas Cook I believe. Xx,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T14:41:37,They should state on Thomas cook if you can take a lilo in the pool in the hotels cause I once went to a hotel where you couldn’t take lilos or balls or any fun stuff and it was like going to prison for a week 1* trip adviser review and a claim in for traumatic stress ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T14:04:54,Thomas Cook Airlines Scandinavia Airbus A330-200 MT1246 Takeoff from London Gatwick ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T14:04:53,Thomas Cook Airlines Scandinavia Airbus A330-200 MT1246 Takeoff from London Gatwick ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T14:01:00,Haven't got your summer holiday sorted yet? Pop into @TUIUK and Thomas Cook today to give yourself something to look forward to!,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T13:55:33,not them knobs ! the knobs who buy tickets via Thomas cook ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T12:37:35,#thomascook @ThomasCookUK The building noise at Resort Rio in Goa is constant ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T12:05:07,*Emergency Landing* Thomas Cook Airlines Flight 2848 (Manchester to New York JFK): ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T12:02:21,Thomas Cook Airlines Flight 1152 (Manchester to Pafos): ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T11:55:58,Holding PEL though at title high rate plans to hold for Children plan to buy  Thomas Cook....... Views please of possible,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T09:56:26,@TCAirlinesUK is it possible to book on to a Thomas cook bus transfer from airport to hotel if you only booked flight and not flight+hotel? I'm referring to las vegas. Thanks.,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T07:32:31,heres a suggestion get #heckinbottoms kids a #thomascook brochure!!!,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T07:14:00,#ThomasCook #A330 @ Phuket International Airport ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T07:07:31,Awesome Book: The Apocalyptic House Cats by Thomas Cook ,280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
2018-04-08T07:01:45,"New post: ""VIDEO Thomas Cook A330 Emergency Landing at Manchester with aircraft issues. 7.4.18"" ",280.30,"['280.30', '276.85', '273.00', '270.90', '270.95']"
