2018-01-29T07:04:22,COLPAL  CMP 1154 If closes above 1175 than target will be 1255 Cash Levels,1148.80,"['1148.80', '1138.60', '1121.35', '1130.45', '1117.65']"
2018-03-08T04:21:53,Mindtree book prfts along with colpal which friends sold yesterday,1037.05,"['1037.05', '1037.65', '1043.95', '1044.90', '1034.60']"
2018-02-09T02:01:40,#COLPAL technical alerts: Calm After Storm  Lower Bollinger Band Walk  Stochastic Reached... ,1100.85,"['1100.85', '1093.90', '1096.35', '1088.85', '1076.55']"
2018-03-05T16:15:38,COLPAL  Buy at cmp  Sl 1025  Target 1175/1110/1140 #ganntrader,1048.30,"['1048.30', '1038.45', '1046.20', '1037.05', '1037.65']"
2018-03-05T03:56:31,Colpal which sold Thursday bkd 15 rs,1048.30,"['1048.30', '1038.45', '1046.20', '1037.05', '1037.65']"
2018-02-14T12:34:23,Bullish pattern emerged on Wed  14 Feb 2018 for Market NSE:  TECHM COALINDIA TECHM COLPAL M&M WIPRO #ScanstockUpdate,1096.35,"['1096.35', '1088.85', '1076.55', '1072.60', '1067.75']"
2018-03-12T03:07:27,View our morning report @  ,1043.95,"['1043.95', '1044.90', '1034.60', '1042.35', '1044.45']"
2018-03-27T06:59:29,#STBT COLPAL FUT SL TRIGGERED @ 1215 . Visit our website for disclosure. (Nirm­al Bang). Visit our website for disclosure. (Nir­mal Bang).  “To Experience our BEYOND App click on ,1043.95,"['1043.95', '1056.90', '1057.20', '1085.00', '1091.40']"
2018-01-06T10:30:42,Colpal is midcap?,1117.70,"['1117.70', '1120.60', '1118.25', '1125.05', '1139.60']"
2018-03-09T09:42:28,Can't make big wealth in ITC. If you wanna play very safe then can go for it. Look at other consumer stocks - Westlife Development  Tata Global  Colpal on dips - in that order.,1037.65,"['1037.65', '1043.95', '1044.90', '1034.60', '1042.35']"
2018-03-09T05:34:51,COLPAL LOOKS WEAK pic.twitter.com/yLLWE0unf4,1037.65,"['1037.65', '1043.95', '1044.90', '1034.60', '1042.35']"
2018-01-10T05:07:42,Colpal is a sell,1118.25,"['1118.25', '1125.05', '1139.60', '1140.70', '1131.15']"
2018-03-22T13:00:01,#COLPAL - COLPAL Range Play - ,1045.20,"['1045.20', '1037.20', '1043.75', '1043.95', '1056.90']"
2018-02-04T13:20:01,#COLPAL - Will Colgate Open the Gate to Some Gains...? - ,1122.65,"['1122.65', '1100.20', '1099.25', '1100.85', '1100.85']"
2018-02-04T13:12:09,Will Colgate Open the Gate to Some G\u2026 $COLPAL ,1122.65,"['1122.65', '1100.20', '1099.25', '1100.85', '1100.85']"
2018-03-18T07:55:27,Some stocks observed with Long addition are NIITTECH  HINDZINC  M&MFIN  COLPAL and DIVISLAB  while stocks observed with Short addition are IOC  TCS  INDIGO  UBL and TORNTPHARM.,1034.00,"['1034.00', '1040.65', '1042.90', '1045.20', '1037.20']"
2018-03-18T02:03:25,Congrats to the man behind MJHI  the biggest accredited distributor of ColPal/CDO/Del Monte/3M/Kimberly/JTI/SC Johnsons++ & Nestlé at South Luzon!  L O D I pic.twitter.com/IYMg4nKJNv,1034.00,"['1034.00', '1040.65', '1042.90', '1045.20', '1037.20']"
2018-01-04T11:33:18,Bearish pattern emerged on Thu  4 Jan 2018 for Market NSE:  COLPAL POWERGRID BHARATFORG OFSS #ScanstockUpdate,1094.35,"['1094.35', '1100.70', '1117.70', '1120.60', '1118.25']"
2018-04-01T06:56:09,COLPAL witnessing a Double bottom formation on the daily chart ,1057.20,"['1057.20', '1085.00', '1091.40', '1091.35', '1096.40']"
