2018-01-26T03:21:17,Proud feeling to hoist flag at JSW Energy Barmer on 69th Republic Day celebrations. pic.twitter.com/qKFyh7LHcY,86.10,"['86.10', '87.30', '87.60', '87.35', '84.05']"
2018-03-11T22:49:07,Congratulations to entire team JSW and Vinod Nowal Sir ! ! !,77.50,"['77.50', '79.85', '78.85', '78.95', '77.90']"
2018-03-11T11:11:07,Great vision. JSW Energy will disrupt car market for sure,77.50,"['77.50', '79.85', '78.85', '78.95', '77.90']"
2018-02-01T05:49:20,Trading in Both side (not only buy buy ) This week only Buy  Call of Indusindbank doing good  rest sell calls -SRF-SUNTV BATA FEDERALbank Apollotyre and Jswenergy ..worked well  if anybody want to learn Professional Trading and Technical Analysis can drop mail pic.twitter.com/EJC7d2ELwy,87.35,"['87.35', '84.05', '85.15', '82.75', '81.90']"
2018-02-01T02:04:40,#JSWENERGY technical alerts: Lower Bollinger Band Walk  Stochastic Buy Signal  NR7  an... ,87.35,"['87.35', '84.05', '85.15', '82.75', '81.90']"
2018-02-26T04:55:28,@UNDP_Sudan Regards to Ezekiel Lol Gatkou of South Sudan as America has lifted sanctions Ref.-Suzel O JSW Energy is investing in Electric Cars in India. South Sudan can focus on Coconut Water then. @TheCitizen_in @SquawkStreet @BBCBusiness @LyndaKinkade @nytimesbusiness @HuffPost,81.95,"['81.95', '81.35', '80.70', '80.65', '79.55']"
2018-02-24T03:25:33,Our trades this year (2018) JSW ENERGY LONG UNION BANK SHORT TITAN LONG TVS MOTOR LONG. NO LOSS IN ANY OF THE TRADES,81.95,"['81.95', '81.35', '80.70', '80.65', '79.55']"
2018-04-13T18:28:42,GMR Highway Projects  South African Coal Mine  Istanbul Airport  70% in a Singapore Power Project  2 Coal Mines in Indonesia.. JP Group sold all its Cement Assets to Ultra Tech Cements.. Yamuna Expressway stake  Power to JSW Energy..,80.30,"['80.30', '80.60']"
2018-02-17T02:22:23,Jsw energy,79.00,"['79.00', '79.90', '79.30', '79.10', '82.00']"
2018-01-10T16:24:54,Bought 500 shares of JSW Energy at ₹90 in last month. What is the short term view? #callbtvi,91.70,"['91.70', '95.30', '94.85', '95.60', '92.00']"
2018-03-09T10:41:29,.@prashantcan   JMD & CEO of JSW Energy in discussion with Beyond the Bottomline  talking about the future of India's power sector and the measures JSW will be taking to contribute to it becoming #BetterEveryday.,78.80,"['78.80', '77.50', '79.85', '78.85', '78.95']"
2018-03-09T05:11:26,how about LED bulbs?,78.80,"['78.80', '77.50', '79.85', '78.85', '78.95']"
2018-03-09T05:00:00,CFLs are better than light bulbs because they consume about 80% less electricity & last up to 12 times as long! #FridayFact #JSWEnergy pic.twitter.com/HQlYjRvJsG,78.80,"['78.80', '77.50', '79.85', '78.85', '78.95']"
2018-01-08T14:15:22,And more over if you really want to know something interesting  search for Jsw Energy. Sajjan Jindal recently purchased tesla Car and is currently entering into EV Segment. As Said they plan to launch their first car by 2020. So I guess 1 must wait n watch fr som clr Indications,91.45,"['91.45', '89.40', '91.70', '95.30', '94.85']"
2018-01-08T09:46:03,JSW Energy ,91.45,"['91.45', '89.40', '91.70', '95.30', '94.85']"
2018-01-08T09:26:41,Investment call on JSW energy post it been out of F&O from next month. Buying price 78!,91.45,"['91.45', '89.40', '91.70', '95.30', '94.85']"
2018-01-08T07:26:46,JSW Energy incorporates JSW Solar for clean energy busi... JSW Energy @steelguru #SteelGuru Link:,91.45,"['91.45', '89.40', '91.70', '95.30', '94.85']"
2018-01-08T02:30:21,Hi Sonia any takes on JSW Energy and BHEL. Have been holding them for a long time !,91.45,"['91.45', '89.40', '91.70', '95.30', '94.85']"
2018-01-09T02:32:14,JSW Energy to invest up to $623 mn in electric cars ,89.40,"['89.40', '91.70', '95.30', '94.85', '95.60']"
2018-01-18T16:53:27,JSW Energy refinances US$1.1 billion in hydroelectric project debt ,89.30,"['89.30', '91.70', '88.70', '90.60', '89.55']"
2018-01-18T06:30:28,market making new high but my portfolio is down.strangely not any expert talking about correction in mid cap eg future consumer jsw energy,89.30,"['89.30', '91.70', '88.70', '90.60', '89.55']"
2018-03-03T02:30:08,#JSW #Energy_Leading #India Towards 100% #Electric_Vehicles  Plans Launch By 2020,79.55,"['79.55', '79.10', '77.80', '79.50', '78.80']"
2018-03-18T14:34:12,JSW energy good stock Bank of India will take time,73.55,"['73.55', '75.35', '75.75', '73.90', '72.05']"
2018-03-18T14:26:36,Bank of india @141 and jsw energy @86 holding from what to do?,73.55,"['73.55', '75.35', '75.75', '73.90', '72.05']"
2018-02-25T08:50:25,Next Week Watch List: Bata  IDFC  JSW Energy  RIIL  #Niftypic.twitter.com/hpXZ21CBU7,81.95,"['81.95', '81.35', '80.70', '80.65', '79.55']"
2018-01-22T18:09:03,Vedanta  Torrent  Neyveli join race to acquire GMR plant In all  five companies including Adani Power and JSW Energy have put in final bids for acquiring a stake in the project  industry sources said. ,88.70,"['88.70', '90.60', '89.55', '87.20', '86.10']"
2018-01-22T16:37:05,Vedanta  Torrent  Neyveli join race to acquire GMR plant In all  five companies including Adani Power and JSW Energy have put in final bids for acquiring a stake in the project  industry sources said. ,88.70,"['88.70', '90.60', '89.55', '87.20', '86.10']"
2018-01-22T11:30:28,Nifty marching towards 11 000 mark; Bank Nifty ends above 27 000 Nifty:+71 points @ 10966 Bank Nifty: +132 points @ 27041 Top 2 F&O Gainer:JUBLFOOD & BHEL Top 2 F&O Loser:CHENNAIPETRO & JSWENERGY,88.70,"['88.70', '90.60', '89.55', '87.20', '86.10']"
2018-01-22T04:50:19,JSWENERGY# SELL 89.40 T: - / - / - 2018.01.22 10:15 Test Auto-Tweets.Chk ,88.70,"['88.70', '90.60', '89.55', '87.20', '86.10']"
2018-01-16T11:55:29,JSW Energy : 176-MW PPA with Haryana from Karcham Wangtoo Hydro Electric Project and a 32-MW under group captive scheme to be supplied from the Ratnagiri plant of the company ,92.00,"['92.00', '94.60', '89.30', '91.70', '88.70']"
2018-01-16T10:19:19,Block Deal - #JSWEnergy: 25.2 Lakh Shares Trade In A Block On @NSEIndia  At Rs 93.60/Sh ,92.00,"['92.00', '94.60', '89.30', '91.70', '88.70']"
2018-03-12T11:45:07,#JSW #Energy_Leading #India Towards 100% #Electric_Vehicles  Plans Launch By 2020,77.50,"['77.50', '79.85', '78.85', '78.95', '77.90']"
2018-03-16T16:00:15,#JSWEnergy's JMD & CEO Mr. @prashantcan discusses the challenges of entering the disruptive Electric Vehicle industry  in an interview with @BTVI. Watch the full video here: ,77.90,"['77.90', '73.55', '75.35', '75.75', '73.90']"
2018-03-15T07:58:47,JSW Energy - proved & efficient management track record  Now trading at 78  a great Buy in 63-55 range on market correction A dark horse in this market  once Electric Vehicle stories come out  you gonna see a massive run-up  JSW Energy Value Buy in 63-55 range  #Investing,78.95,"['78.95', '77.90', '73.55', '75.35', '75.75']"
2018-03-25T09:12:47,JSW Energy. He will be joining after the completion of Indian immigration formalities and will report to Prashant Jain  chief executive officer of JSW Energy.,73.20,"['73.20', '74.20', '72.80', '75.45', '79.15']"
2018-04-09T09:28:09,#NTPC and #JSWEnergy likely to report strong quarterly numbers - #EmkayGlobalFinancialServicesLtd ,80.65,"['80.65', '80.95', '80.90', '79.30', '80.30']"
2018-04-09T04:40:34,Nifty April 10 520/10 620 n 1 0050 too all in April.. Hwer let's be Stock specific n learning to book prfts quickly. Exude n jsw energy both neg,80.65,"['80.65', '80.95', '80.90', '79.30', '80.30']"
2018-04-09T04:13:28,Jsw energy 50 p sl a srkl,80.65,"['80.65', '80.95', '80.90', '79.30', '80.30']"
2018-01-17T09:28:51,PVR  JSWENERGY  JETAIRWAYS .. all up nearly 2.5-3% .. outperforming most of their peers in the FnO space pic.twitter.com/asv88i5ChV,94.60,"['94.60', '89.30', '91.70', '88.70', '90.60']"
2018-01-17T07:27:36,JSWENERGY up 2% near days high :) ,94.60,"['94.60', '89.30', '91.70', '88.70', '90.60']"
2018-01-17T06:23:59,JSWENERGY could rise again pic.twitter.com/jE7ynJwZFK,94.60,"['94.60', '89.30', '91.70', '88.70', '90.60']"
2018-01-17T06:21:34,#CNBCTV18Market | JSW Energy up 3.2% in last 1 hour pic.twitter.com/dhvcNDJPJJ,94.60,"['94.60', '89.30', '91.70', '88.70', '90.60']"
2018-01-17T06:14:32,IIFL Trading Ideas - Positional Call: Buy JSWENERGY at 92.5 with SL at 91.3 for Target of 95 ,94.60,"['94.60', '89.30', '91.70', '88.70', '90.60']"
2018-01-29T06:29:09,4. DLF Limited contributed highest amount as donor- Rs 28 cr- to Electoral Trusts  followed by UPL Limited and JSW Energy Ltd who contributed Rs 25 cr individually 5.Only two individuals (Mr. Suresh Kotak and Mr. Analjit Singh) have contributed to Electoral Trusts in FY 2016-17,86.10,"['86.10', '87.30', '87.60', '87.35', '84.05']"
2018-01-29T04:42:44,Cease to Trade in F&O effective this Series JSWENERGY INDOCOUNT,86.10,"['86.10', '87.30', '87.60', '87.35', '84.05']"
2018-01-29T03:28:04,TRADING CHANGES Indo Count Industries\u00e2\u0080\u0099 and JSW Energy\u00e2\u0080\u0099s circuit filter revised to 20 percent.,86.10,"['86.10', '87.30', '87.60', '87.35', '84.05']"
2018-01-29T02:41:29,Cease to Trade in F&O effective this Series JSWENERGY INDOCOUNT,86.10,"['86.10', '87.30', '87.60', '87.35', '84.05']"
2018-01-29T02:30:59,Indo Count Industries’ and JSW Energy’s circuit filter revised to 20 percent.,86.10,"['86.10', '87.30', '87.60', '87.35', '84.05']"
2018-02-28T09:43:09,No word can express sincerity & dedication of some employees who keep contributing till the last date of superannuation as their first day of joining. Our one of the stars  Bharat Singh Rathore superannuates today from Barmer@ JSWEnergy #TheJSWGrouppic.twitter.com/vx4eYMRMyf,80.70,"['80.70', '80.65', '79.55', '79.10', '77.80']"
2018-02-28T08:04:00,We expect to launch electrical vehicle in next 3-4 years: Prashant Jain  JSW Energy #ETAuto,80.70,"['80.70', '80.65', '79.55', '79.10', '77.80']"
2018-02-28T03:00:01,We expect to launch #ElectricalVehicle in next 3-4 years: Prashant Jain  JSW Energy ,80.70,"['80.70', '80.65', '79.55', '79.10', '77.80']"
2018-03-08T13:40:09,Watch Mr. Prashant Jain  Joint MD & CEO #JSWEnergy discuss the way forward in an interview with BTVI. See the full video at ,79.50,"['79.50', '78.80', '77.50', '79.85', '78.85']"
